timestamp,frame_id,track_id,class_name,confidence,x1,y1,x2,y2,zone
2026-05-09T17:51:28.241809,4,1,person,0.818,107,59,629,478,
2026-05-09T17:51:28.817046,5,1,person,0.87,103,64,621,478,
2026-05-09T17:51:28.817046,5,2,cat,0.346,-2,152,94,350,
2026-05-09T17:51:29.352765,6,1,person,0.91,106,64,623,478,
2026-05-09T17:51:29.352765,6,2,cat,0.5,-2,150,95,351,
2026-05-09T17:51:29.807525,7,1,person,0.83,108,66,624,479,
2026-05-09T17:51:29.807525,7,2,bear,0.581,-4,162,97,370,
2026-05-09T17:51:30.516283,8,1,person,0.896,106,62,625,478,
2026-05-09T17:51:30.516283,8,2,cat,0.647,-3,159,97,368,
2026-05-09T17:51:31.098850,9,1,person,0.915,106,62,624,478,
2026-05-09T17:51:31.098850,9,2,bear,0.441,-2,161,96,367,
2026-05-09T17:51:31.667448,10,1,person,0.695,110,61,629,478,
2026-05-09T17:51:31.667448,10,2,cat,0.369,-1,164,95,365,
2026-05-09T17:51:32.246059,11,1,person,0.835,108,60,628,477,
2026-05-09T17:51:32.246059,11,2,cat,0.728,-1,156,96,360,
2026-05-09T17:51:32.797214,12,1,person,0.9,114,64,632,478,
2026-05-09T17:51:32.797214,12,2,cat,0.5,-1,156,96,362,
2026-05-09T17:51:33.301496,13,1,cat,0.786,109,62,628,478,
2026-05-09T17:51:33.301496,13,2,cat,0.418,-2,160,95,363,
2026-05-09T17:51:33.943931,14,1,cat,0.841,113,72,622,478,
2026-05-09T17:51:33.943931,14,2,cat,0.48,-1,164,94,367,
2026-05-09T17:51:34.414692,15,1,person,0.498,111,73,620,478,
2026-05-09T17:51:34.414692,15,2,bear,0.448,-2,167,95,371,
2026-05-09T17:51:34.884378,16,1,cat,0.755,110,71,624,478,
2026-05-09T17:51:34.884378,16,2,bear,0.5,-2,168,95,373,
2026-05-09T17:51:34.884378,16,12,dog,0.222,399,109,617,321,
2026-05-09T17:51:35.882155,17,1,person,0.404,113,71,627,478,
2026-05-09T17:51:35.882155,17,2,cat,0.273,0,155,91,347,
2026-05-09T17:51:35.882155,17,12,cat,0.214,404,109,621,320,
2026-05-09T17:51:36.774298,18,1,person,0.728,111,70,628,478,
2026-05-09T17:51:36.774298,18,2,cat,0.26,0,151,92,348,
2026-05-09T17:51:36.774298,18,12,bird,0.242,406,108,616,313,
2026-05-09T17:51:37.400878,19,1,person,0.802,111,69,629,478,
2026-05-09T17:51:37.400878,19,2,cat,0.5,0,150,92,347,
2026-05-09T17:51:37.400878,19,12,bird,0.515,406,109,618,316,
2026-05-09T17:51:41.960299,20,1,bear,0.285,111,69,628,478,
2026-05-09T17:51:41.960299,20,2,cat,0.5,0,149,92,347,
2026-05-09T17:51:41.960299,20,12,cat,0.248,404,112,619,322,
2026-05-09T17:51:42.398072,21,1,cat,0.262,108,67,629,478,
2026-05-09T17:51:42.398072,21,2,cat,0.321,0,154,93,351,
2026-05-09T17:51:42.398072,21,12,bird,0.203,403,110,618,322,
2026-05-09T17:51:42.881542,22,1,person,0.857,109,69,626,478,
2026-05-09T17:51:42.881542,22,2,cat,0.5,0,154,93,351,
2026-05-09T17:51:42.881542,22,12,bird,0.5,402,110,618,322,
2026-05-09T17:51:43.274572,23,1,person,0.49,110,70,627,478,
2026-05-09T17:51:43.274572,23,2,cat,0.5,0,154,93,351,
2026-05-09T17:51:43.274572,23,12,bird,0.275,405,109,619,319,
2026-05-09T17:51:43.745404,24,1,person,0.817,112,70,628,478,
2026-05-09T17:51:43.745404,24,2,cat,0.5,0,154,93,350,
2026-05-09T17:51:43.745404,24,12,bird,0.336,406,112,617,320,
2026-05-09T17:51:44.277118,25,1,person,0.746,111,69,630,478,
2026-05-09T17:51:44.277118,25,2,person,0.303,0,153,94,353,
2026-05-09T17:51:44.277118,25,12,bird,0.5,406,112,617,320,
2026-05-09T17:51:44.888629,26,1,person,0.855,111,69,631,478,
2026-05-09T17:51:44.888629,26,2,person,0.5,0,153,94,353,
2026-05-09T17:51:44.888629,26,12,bird,0.5,406,112,617,320,
2026-05-09T17:51:45.468220,27,1,person,0.624,108,68,628,478,
2026-05-09T17:51:45.468220,27,2,bear,0.382,0,160,94,361,
2026-05-09T17:51:45.468220,27,12,bird,0.5,407,112,617,320,
2026-05-09T17:51:45.985710,28,1,cat,0.444,107,68,627,478,
2026-05-09T17:51:45.985710,28,2,bear,0.319,0,161,94,362,
2026-05-09T17:51:45.985710,28,12,bird,0.5,407,112,617,320,
2026-05-09T17:51:46.536823,29,1,person,0.812,111,72,625,478,
2026-05-09T17:51:46.536823,29,2,bear,0.296,0,164,93,366,
2026-05-09T17:51:46.536823,29,12,bird,0.5,407,112,618,320,
2026-05-09T17:51:47.117009,30,1,person,0.788,113,73,625,477,
2026-05-09T17:51:47.117009,30,2,bear,0.232,0,164,93,363,
2026-05-09T17:51:47.117009,30,12,bird,0.5,407,112,618,320,
2026-05-09T17:51:47.652167,31,1,person,0.742,111,71,628,477,
2026-05-09T17:51:47.652167,31,2,bear,0.5,0,165,93,363,
2026-05-09T17:51:47.652167,31,12,bird,0.5,407,112,618,320,
2026-05-09T17:51:48.093562,32,1,person,0.52,107,69,627,477,
2026-05-09T17:51:48.093562,32,2,bear,0.262,0,159,93,357,
2026-05-09T17:51:48.093562,32,12,bird,0.5,408,112,618,319,
2026-05-09T17:51:48.780340,33,1,person,0.863,112,71,631,478,
2026-05-09T17:51:48.780340,33,2,bear,0.5,0,159,93,357,
2026-05-09T17:51:48.780340,33,12,bird,0.5,408,112,618,319,
2026-05-09T17:51:49.440674,34,1,person,0.779,109,70,630,478,
2026-05-09T17:51:49.440674,34,2,bear,0.5,0,159,93,357,
2026-05-09T17:51:49.440674,34,12,bird,0.5,408,112,618,319,
2026-05-09T17:51:50.052139,35,1,person,0.907,110,70,631,478,
2026-05-09T17:51:50.052139,35,2,bear,0.5,0,159,92,357,
2026-05-09T17:51:50.052139,35,12,bird,0.5,408,113,618,319,
2026-05-09T17:51:50.537425,36,1,person,0.849,109,69,632,478,
2026-05-09T17:51:50.537425,36,2,bear,0.5,0,159,92,357,
2026-05-09T17:51:50.537425,36,12,bird,0.5,408,113,618,319,
2026-05-09T17:51:50.963355,37,1,person,0.841,108,71,628,478,
