timestamp,frame_id,track_id,class_name,confidence,x1,y1,x2,y2,zone
2026-05-08T11:52:11.881199,5,1,person,0.561,109,187,530,479,
2026-05-08T11:52:12.654988,6,1,person,0.6,96,187,517,479,
2026-05-08T11:52:13.061579,7,1,cat,0.488,105,186,529,479,
2026-05-08T11:52:13.420838,8,1,person,0.77,75,182,509,479,
2026-05-08T11:52:13.782708,9,1,person,0.814,77,181,513,479,
2026-05-08T11:52:14.191742,10,1,person,0.673,86,183,522,479,
2026-05-08T11:52:14.613702,11,1,person,0.744,73,180,514,479,
2026-05-08T11:52:14.960771,12,1,person,0.827,64,179,511,479,
2026-05-08T11:52:15.324186,13,1,person,0.799,70,181,516,479,
2026-05-08T11:52:15.697436,14,1,person,0.863,58,182,506,479,
2026-05-08T11:52:16.090097,15,1,person,0.776,53,181,508,479,
2026-05-08T11:52:16.479975,16,1,person,0.878,66,181,521,479,
2026-05-08T11:52:16.916897,17,1,person,0.872,61,181,519,479,
2026-05-08T11:52:17.307930,18,1,person,0.862,57,181,517,479,
2026-05-08T11:52:17.710463,19,1,person,0.867,57,180,521,479,
2026-05-08T11:52:18.070377,20,1,person,0.863,57,180,522,479,
2026-05-08T11:52:18.428495,21,1,person,0.857,59,180,525,479,
2026-05-08T11:52:18.787135,22,1,person,0.882,69,180,534,479,
2026-05-08T11:52:19.152576,23,1,person,0.874,69,182,532,479,
2026-05-08T11:52:19.562165,24,1,person,0.802,79,182,541,478,
2026-05-08T11:52:19.922007,25,1,person,0.734,68,182,532,479,
2026-05-08T11:52:20.281356,26,1,person,0.522,63,182,528,479,
2026-05-08T11:52:20.639063,27,1,person,0.725,66,191,514,479,
2026-05-08T11:52:21.579178,30,1,person,0.47,85,231,461,479,
2026-05-08T11:52:22.236900,32,1,person,0.703,71,229,449,479,
2026-05-08T11:52:22.692266,33,1,person,0.778,53,206,471,479,
2026-05-08T11:52:23.052302,34,1,person,0.699,37,183,497,479,
2026-05-08T11:52:23.411927,35,1,person,0.888,25,172,507,479,
2026-05-08T11:52:23.790262,36,1,person,0.757,38,176,512,479,
2026-05-08T11:52:25.043593,40,1,cat,0.632,-1,179,463,479,
2026-05-08T11:52:26.025927,43,1,cat,0.405,-15,179,444,479,
2026-05-08T11:52:26.399869,44,1,cat,0.468,-18,173,446,479,
2026-05-08T11:52:26.760573,45,1,cat,0.417,-11,174,450,479,
2026-05-08T11:52:27.138749,46,1,cat,0.472,-9,176,448,479,
2026-05-08T11:52:28.706651,51,1,horse,0.424,-14,178,436,479,
2026-05-08T11:52:29.066820,52,1,cat,0.405,-10,174,446,479,
2026-05-08T11:52:29.729199,54,1,cat,0.418,-3,178,444,479,
2026-05-08T11:52:30.094006,55,1,person,0.688,40,199,456,479,
2026-05-08T11:52:30.468872,56,1,person,0.694,61,207,464,479,
